text,label
대한민국 땅 다 최순 실명 의 아녀,anger
니 네 부터 청문회 나와,anger
말 부터 반납 해 이 상련 아,anger
잠깐 하 다 겨울 되 면 잠잠 해질 게임 이 야 얼 어 뒈질 거 같 아서,anger
일 해라 검찰,anger
잘난 체 하 다가 포르노 대통령 의 위기 나라 망신 만 시켰 네,anger
소녀 상 테러 쪽 바리 입국 하 면 잡 아서 테러 행위 로 쳐 넣 고 재판 해라,anger
또 하 야 안 해 국회 야 얼른 결정 내려 난 거기 에 따를 게 하 면서 흔들 긋 지,anger
대리 기사 새끼 처벌 해야지 저건 살인 미수자 나,anger
아이 가 나가 자고 신발 신 는데 도 못 나가,anger
또 추측 기사 냐,anger
변호 가 아니 라 사기꾼,anger
애 들 이 죽 어 가 는데 일말 의 동정심 도 들 지 않 았 던 거 냐,anger
저게 무슬림 의 순교 냐,anger
억울 한 사람 생긴다 이 지롤,anger
날씨 도 미친 거 지,anger
국가 와 국민 을 우롱 하 고 나라 를 팔아먹 으려고 했 는데 말 이 야,anger
뉴스 에서 대대 적 으로 떠벌려서 이사단 난거지,anger
카톡 을 주 고 받 은 사람 을 조사 해야 한다,anger
기자 가 나 나 예뻐서 그렇게 쓴 거 잖 아 이것 들 아,anger
저걸 어떻게 죽여야 혀,anger
독도 는 한국 땅 이 분명 합니다,anger
나 랑 망친 공범 들 이 승하 야 해라,anger
교과서 불법 표기 애플 까지 뻔뻔 하 게 지도 로 일본 땅 이 라고 표기 했 답니다,anger
이 나라 는 어째 안 썩 은 부처 가 없 냐 대체,anger
그때 가 되 면 고향 세탁 하 는 새끼 들 판치 겠 지,anger
민주주의 를 완전히 망친 죄인 을 감싸 는 게 진짜 간첩 짓 아닌가,anger
견 찰 이 하 는 짓 이 그러 치 괜히 견 찰 이 냐,anger
썩 은 것 들 이 썩 은 걸 재판 하 는 고만,anger
공개 해라 새 누리 가 모아 온 검 은 돈 을,anger
김종 이 권력 의 더러운 개,anger
그동안 양학 만 하 면서 꿀 빨 다가 중국 한테 도 쩔쩔매 는 수준,anger
배기가스 다량 배출 차량 이 시내 활보 하 는데,anger
그래서 탄핵 받 아 국정 화 가 된 거 다,anger
썩어빠진 기자 야,anger
정부 는 아무것 도 하 지 않 을 겁니다,anger
여년 을 혜택 받 으면 이젠 좀 서민 들 등 꼴 그만 빼먹 고 던 만 잔뜩 싸 아 놓 지 말 고 경쟁력 이나 키워라,anger
→ → 욕 밖에 안 나온다,anger
왜 우리 는 못 하 는 거 임,anger
최순 실 이 그 무 당년 이 박근혜 와 짠 거 지,anger
하긴 그 돈 조차 니 돈 이 안 겠 지만,anger
엠 븅 신 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ,anger
이건 아니 라는 생각 이 드 는데,anger
돈 다 회수 해서 국민 들 정신 적 피해 보상금 으로 지급 해라,anger
거짓말 거짓 이 드러난다 대통령,anger
쓰레기 교수 년 들,anger
얼릉 사형 시켜라,anger
사형 시키 세요,anger
아 ㅎㅎ 국민 들 을 여전히 개돼지 로 보 고 있 네,anger
삼성 에서 실검 순위 도 단번에 내린 거 아님,anger
이걸 기사 라고 ㅡㅡ,anger
지금 장난 하 십니까,anger
미친 거 아냐,anger
당장 퇴출 시켜라,anger
서류 위조 는 법 적 으로 구속 해야 되 는 범죄 아닌가요,anger
국민 이 없 으면 기업 도 없 다,anger
우 병우 이 새끼 좀 어떻게 해 봐 이 새끼 가 키 야,anger
쪽 뽜리들아 니 들 젖 대가리 입단속 이나 잘 해라,anger
스스로 부끄러운 줄 알 아야지,anger
참 내 지금 까지 쑈 했 냐,anger
그리고 저것 이 왜 외국 교육 받 으로 갔 는지 도 발 켜 내 라,anger
이 인간 은 폐기물 소각장 으로,anger
근데 생각 이 바꼈 으면 다시 해야지 않 것 냐,anger
진심 거짓말 아니 고,anger
미친 것 들,anger
강력히 제재 해야 함,anger
저 쌍판 떼 기 보 구 있 노라면 굿 싸대 기 한 대 올려 부치 고 싶 다,anger
구라 청 덕분 에 방콕,anger
아주 굿 우리나라 우숩 게 아 는 폭스바겐,anger
몇 명 의 ㄴ 들 이 이 나라 를 개판 을 만들 었 네,anger
이명 박근혜 ㅋㅋㅋ ㅋㅋ ㅋㅋ,anger
그 지역 이기주의 때문 에 개택 시 전체 를 망쳐놨 어,anger
아조 깐 네 진짜,anger
방산 비리 를 줄이 자고,anger
박사모 참여 자 알 아 뒀 다가 다 추방 하 죠,anger
정유라 하나 한테 얼마 줬 지,anger
그러 면서 뭘 안다고 인터넷 에서 만 떠들 어,anger
결국 정부 에 상납 하 고 뒤 봐 주 는 거 아니 냐,anger
겨우 저런 것 들 이 교수 라고,anger
박근혜 패당 한 시 라도 빨리 끌어내려서 목 을 쳐야 한다,anger
언론 껍데기 만 쓴 정치 집단,anger
야 이 가장 큰 피해 는 국민 이 보 고 있 다는 걸 모르 는 거 냐 진정,anger
피눈물 은 국민 들 이 추위 에 떨 면서 매일 흘렸 는데 뭔 소리 하 노,anger
저 주둥이 를 불로 지져야,anger
나라 를 위해 희생 한 국군 이 우습 냐,anger
근데 김태형 은 뭐 했 냐,anger
썩 은 새 누리 당 뿌리 뽑 자,anger
진짜 청와대 는 근 혜 공화국 이 었 구나,anger
미친 것 들,anger
개 x 발 최순 실 이 지금 존나 아미 없 는 빙신 짓 을 해서,anger
호의 가 계속 되 면 권리 인 줄 안다고 군인 이 냐 노예 냐,anger
진짜 ㄷ h 갈 빡 에 머 가 쳐들 었 는지,anger
어찌 일 도 안 하 고 월급 받 아 먹 을 생각 하 시 나요,anger
몇 일전 대 기업 임원 룸살롱 에서 일행 이 보 는 데 서 여종 업원 성 폭행 했 다는 데 이런 나쁜 놈 은 안 잡 고,anger
청와대 개방 하 고 국조 특위 조사 받 고 특점 조사 받 고 해야지,anger
안 나오 느 넘 들 기 다릴 이유 없 습니다,anger
민영화 해라,anger
jtbc 는 북한 중앙 방송 의 남 한 지점 인가요,anger
닭 년 아 더러운 년 아,anger
이것 도,anger
교통 약자 칸 은 동의 하 지만 여성 전용 은 무슨,anger
외교관 이란 넘 이,anger
박근혜 하야 를 지지 합니다,anger
너 들 언젠가 혼날 거 다,anger
신 이 정말 개이 시키 라는 생각 밖에 사람 한테 장난치 지 말 아라,anger
극 혐이다 진짜 광복절 에 뭐 하 는 짓 이 냐 ㅡ,anger
모르 면 가만있 던지,anger
그냥 협박 수준 이 지,anger
평생 감 방생 즐겨라 더 런 ×,anger
닭 뇬 은 잘 하 는 게 멀 까,anger
현기 를 무시 하 지 마 라,anger
다 폐차 시켜라,anger
진짜 ㅇ재용 영원히 감방 속 에서 썩 아라,anger
만날 때 마다 억 씩 까 는 전략 어때,anger
참 돈 벌 기 쉽 다,anger
딱 보 면 모르 냐,anger
시발 욕 을 안 할 수 가 없 다,anger
실명 공개 하 세요,anger
내 정보 가 팔렸 는데,anger
김정은 이름 은 기억나 냐,anger
어차피 트럼프 는 가질 거 다 가짐 명예 가 목표 고 다 죽 을 때 된 노인 들 이 무슨 돈 욕심 부리 냐 진짜 미국 살리 기,anger
니미럴 이게 나라 냐,anger
개 보다 도 못한 것,anger
이 나라 근 성 아님,anger
세월 호랑 비교 하 다니,anger
화 가 난 다,anger
분노 를 넘 어서 눈물 이 나 네요,anger
어쩔 거 냐,anger
우리 는 속 고 살 았었 다,anger
밀렵 꾼 들 머 가리 에 구멍 내 버려라,anger
헌재 를 변호사 가 협박 하 냐,anger
임기 년 남 은 박근혜 를 무제한 으로 늘린 거 다,anger
나라 를 말아먹 을려고 작정 을 한 시 키 들,anger
기회 만 준다면 내 가 저 닭목 을 도끼 로 친다,anger
정말 쓰레기 로 가득 찬 우리나라,anger
애시당초 에 신 이 있 기 는 하 냐,anger
동성애자 들 은 죽여도 된다,anger
누구 처럼 siri 지시 에 따르 느라 전화 기다리 는 게 아니 고 말 이 다,anger
다 똑같 은 넘 들이 다,anger
말 도 안 되 는 소리 하 고 자빠졌 네,anger
그 돈 은 어디 서부터 출발 했 냐,anger
국가 가 세월 호 침몰 시켰 어,anger
월요일 아침 부터 열받 네,anger
대한민국 국민 에게 모욕감 을 주 었 다,anger
온 국민 이 널 찢 어 버릴 준비 를 하 고 있 다,anger
느그 들 이 보리 고개 를 느껴 봐 냐,anger
왜 아직 까지 책임 부서 에서 는 아무런 해결책 을 발표 하 지 못하 고 있 나요,anger
예보 를 해 주 셔야죠,anger
저것 들 주머니 에 들어가 는 돈 만큼 챙겨라,anger
그러 니 저러 든 말 든 집회 나가 서 퇴진 구호 외치 자,anger
개판 민국,anger
싸인 해라,anger
입 다물 고 개노릇 이나 해,anger
이젠 더 이상 못 참 겠 다,anger
뇌 구조 부터 가 잘못 됐으니 부모 원망 해야지 이 송장 들 아,anger
한 번 뜯 더 도 방수 되 나 장난 지금 나 랑 하나,anger
미친 닭 의 지시 를 메모 하 면서 실행 에 옮기 다니,anger
목사 도 지 옥 간다고 알 고 있 는데 딱 이 넘 들이 네,anger
이정 힄ㅋㅋ제티비씨가 본색 을 드러내 는군,anger
얼른 박 그네 하 야 하 는 길 이 경제 살리 고 나라 살리 는 길 입니다,anger
물론 배신감 들 겠 지,anger
국정 화 는 ㅡ폐기되어야 한다,anger
봐 주 기 는 안 되 는 말씀,anger
어정쩡 한 국회의원 들 준비 도 확실히 못 하 냐,anger
가지가지 한다,anger
친일파 정치 인 새 끼 들 아,anger
박근혜 를 찍 은 만 은 들 고 일어나 라,anger
매국노 나가 라,anger
박영숙 천 벌 을 받 을 것 이 다,anger
병 신년 아 좀 닥쳐,anger
한 번 타 먹 은 애 들 은 빼 야지 ㅡㅡ,anger
삼성 은 만 원 짜리 교환 해 주 는데 현대차 는 천만 원 짜리 차 팔 고 도 나 몰라라,anger
태극기 로 박근혜 탄핵 반대 하 는 인간 들 속셈 이 뭘까 안 챙피 해,anger
저년 은 국민 들 을 괴롭히 고 다 죽이 려고 대통령 됐 다,anger
프로포폴 맞 고 쳐 자 다가 겨우 일어나 부스스 한 거 지,anger
더 이상 국민 을 쪽팔리 게 하 지 말 고 끝내 라,anger
국민 들 이 눈 에 불 켜 고 이따,anger
국민 들 손 에 찢겨 죽 고 싶 지 않 으면,anger
폭력 적 선교 상대방 을 고려 하 지 않 는 일종 의 폭력,anger
진짜 경각심 좀 갖 고 살 자 미세먼지 심각 하 다,anger
돌팔이 양성소 간호 사관 폐지 하 라,anger
글씨 도 틀리 고 뜻 도 모르 는 인간 이 국정 을 운영 했 다 씨 x 열받 는다,anger
씨 뱌 내 가 니 몸뚱아리 에 주사 놓 으라고 임신 해서 토하 면서 까지 일 한 줄 알 아,anger
개 같 은 년,anger
내 가 무슨 관 종 인 줄 아 나,anger
새로운 년 생긴 놈 은 지금 행복 하 느라 내생 각일 도 안 나 겠 지,anger
아 우울 해졌 심 이럴 수 가 난 바 보 야,anger
또 저녁 에 저런 ㅠㅠ오늘밥하기싫어서안했더니 이런 사태 가,anger
남친 새끼 왜 이러 는 거 임,anger
남편 스포츠 도박 때문 에 이번 달 에 만 천 오 백 은 날린 것 같 아요,anger
샹 년 으로 만들 고 다녔 나 보 네,anger
근데 업장 에선 아르바이트 생 인 제 가 잘못 했 다고 다 채워 놓 으라고 합니다,anger
이것 들 이 도랏 나 뒤 질라구 자빠 졋나,anger
스파이 로 정보 털 어서 여기 서 고문 을 하 다니 완전 돈 거 다,anger
ㅋㅋ ㅋㅋ 쓰레기 년 한테 쓰레기 같 은 헛소리 듣 고선 나 찐따 취급 한 새끼 가,anger
그리고 저렇게 속물 같이 말 하 는데 왜 이렇게 정 이 떨어지 죠 ㅠ,anger
아니면 간접 적 이 라도 그만 쳐 보 라고 하 는 법 없 나요,anger
심리학자 들 성격 분석 자 들 놔두 고 이런 건 왜 안 해,anger
그저 변명 같 다고 그 사람 에게 따졌 어요,anger
진짜로 하 열받 는다,anger
왜 차단 풀 어서 친구 추가 에 뜨 게 하 냐,anger
년 반 가량 사귀 다가 전 여자 친구 가 바람 을 피워서 헤어지 게 됬 어요,anger
열받 아서 미쳐 버리 겠 네요,anger
이렇게 말 하 고 갔 는데 진짜 끝 장보 고 싶 나,anger
무슨 여친 냅두 고 부킹 해서 관계 를 했 다는 둥 군대 갔다오 니까 여자 친구 가 성 에 안 찬다는 둥 딴 여자 가 눈 에 더 들어와요 ㅋㅋㅋ ㅋㅋ ㅋㅋ,anger
나쁜 년,anger
미칠 거 같 음,anger
너 때문 에 다리 가 다 후들거린다 분노 로,anger
돈 이 고 뭐 고 쫒아가서 한 대 후려 까 고 싶 은데,anger
기분 더럽 네요 진짜,anger
살 에 헤어지 고 년 동안 악착같이 미친 듯이 살 았 다,anger
아직 도 나 는 납득 이 안 간다,anger
필리핀 가 서 바람나 어린년 이랑 살림 차린 남편,anger
야근 수당 도 없 는데 줘 같 은 회사,anger
강제 로 끌려가 신 할머님 들 을 도대체 언제 까지 욕보이 실 껀 가요,anger
정말 빡 치 네요,anger
저 에게 모멸감 을 주 었 습니다,anger
진짜 학교 마칠 때 만 하 고 다니 는데 저희 도 예뻐 지 고 싶 고 꾸미 고 싶 은 게 당연 한 거 아니 에요,anger
불 텨 븅신아 니 가 제일 븅신이고 아니 라고,anger
이 시이 발 진짜,anger
와 진짜 열받 네요,anger
너무 화 가 납니다,anger
그런 말 은 속 으로 만 생각 하 시 지 왜 꼭 밖 으로 내뱉 는 건데요 ㅠ,anger
친구 놈 이 일 주일 전 에 업 어 온 bmw 바이크 를 어떤 차 가 넘어트리 고 도망 쳤 네요 ㅡㅡ ^,anger
치 가 떨리 니까,anger
신 에게 가운데 손가락 을 쳐들 고 싶 네요,anger
그래서 나 도 카톡 으로 퍼부 었 어요,anger
쓰레기 같 은 새끼야 보 면 연락 좀 하 지 마,anger
어떻게 이럴 수 가 잇 어,anger
우체국 손해 배상 신고 방법 이나 사이트 좀 제발,anger
저 와 밥 먹 던 중 베프 남 사친 한테 전화 왔 는데 누구 랑 있 냐고 물 어 봤 는지 친구 랑 밥 먹 어 이러 더군요,anger
소장 한테 말 하 든가 아니 면 정유 회사 한테 따지 든가 왜 나 한테 지롤 이 냐고,anger
바리스타 자격증 도 따구 답 은 주세요 인데 김민 폐 가 뒷 북 쳤 어 둥둥,anger
내 가 아무리 이런 성격 이 라도 내 가 다가가 는 것 에 대해서 싫 은 기색 을 조금 이 라도 보이 면 그냥 나 를 감춰 버려 알 간,anger
매일 악 지르 고 욕 하 고 망치 같 은 걸로 벽 을 두 드립니다,anger
ㅠㅠ 다 버립니다 치킨 시키 고 너무 화 가 납니다,anger
사실 가끔 씩 생각나 서 피 가 거꾸로 솟 는 듯 한 느낌 에 밥상 을 집어던지 고 싶 을 때 가 많 지만,anger
이게 동정 이 냐,anger
진짜 믿 엇 는데 니 한테 배신 당할 줄 은 몰 랏다 ㅋㅋㅋ ㅋㅋㅋ,anger
정말 구구절절 맞 는 말 이 고 울컥울컥 하 네요,anger
가정 교육 제대로 못 받 았 나,anger
사장 님 눈 엔 그게 아니 꼬 와서 그러 신 걸까요 하,anger
쓰레기 라고,anger
정말 내 가 이런 것 들 이랑 같이 살 고 있 다는 게,anger
쌍욕 안 한 게 다행 이 지,anger
나 버리 고 그 여자 한테 가 더니 잘 사 겨 라 나쁜 놈 아 왠만 하 면 그 여자 가 똑같이 너 버리 고 다른 남자 한테 환승 했 음 좋 겠 다,anger
이사 돈 을 가져간 것 도 아니 고 다시 입금 시켰 는데 짜르 는 건 너무 하 다,anger
니 들 한테 학원 넘길 줄 알 았 어,anger
졸라 짜증 난지 가 한참 되 었 다,anger
아 답답 해라,anger
벌써 분 인데 안 하 네여 아오,anger
핵무기 비확산 과 관련 하 여 다른 국가 들 은 비확산 에 동의 해야 하 지만 일본 은 북한 의 위협 으로 동의 할 수 없 다,anger
그리고 탕 비실 에서 뿌리 는 거 자체 가 이기 적 인 거 아님,anger
음악 적 으로 물 어 보 고 싶 어도 악보 를 잘 못 보 니까 이론 을 잘 몰라서 그리고 성격 지랄 맞 아서 ㅅ ㅂ 놈 못 물 어 보 겠 음,anger
겨울 때 반팔 티 랑 반바지 입 었 을 때 집 에서 쫒아낸적도 있 고요,anger
연락 하나 도 안 하 고 냉각기 가지 는 게 답 인가요,anger
어디 한번 군대 에서 잘 먹 고 잘 살 다 나와라 끝 이 다 이젠 진짜,anger
뭔일 있 는지 걱정 도 되 고 화 도 너무 나 고 그러 네요,anger
근데 남자 랑 옆 에 볼 을 맞댈 정도 로 가까이 대 고 있 고 심지어 는 남자 새끼 한 명 이 여친 목 에 뽀뽀 하 는 시늉 을 하 는 사진 도 있 더라고요,anger
하 진짜 못생긴 게 욕 먹 을 정도 로 나쁜 건가요,anger
조선 시대 같 았 으면 껍데기 벗겼 다 감사히 생각 해라,anger
개검 찰 공 수처 신설 급 함 해 체하 라 개검 찰 특검 가 자못 믿 겠 다 개 검찰 개검 찰 청사 모이 자 검찰 해체 촛불 집회 하 자,anger
조윤선 은 일본군 위안부 로 김기춘 은 탄광 으로 보내 세요,anger
특검 진행 해서 진실 을 밝혀라,anger
떡 찰 똥 찰 껌 찰 좆 찰 니미 씹 이 다,anger
정말 이 지지리 무능 한 정부 에 나라 를 이 꼴 로 만든 추한 욕심 만 가득 찬 박근혜 에 진저리 가 쳐 진다,anger
지나가 던 똥강아지 가 웃 네요,anger
치열 하 게 는 개뿔 완전 노 잼 경기 였 는데,anger
상위 는 결혼 하 는 사람 애 낳 는 사람 다 늘 었 는데 하위 는 ㅎㅎㅎ,anger
수입 소 먹 으면 매국노 랄 때 가 엊그제 같 은데 이제 수입 사 먹 자고 하 네,anger
기사 는 살인죄 를 적용 시켜 처벌 해야 된다고 봅니다,anger
아니 왜 지진 났 는지 그것 좀 분석 을 해라 좀,anger
다시 여름 이 구 만 먼 초가을 이 여 ㅋㅋㅋ 덥 다 더워,anger
쟤 들 그냥 죽여 버리 자,anger
내 가 볼땐 내년도 김성근 이 다,anger
그냥 삼성 야구단 없 어 져라,anger
김주찬 을 꼭 빼 야 했 냐,anger
술 도 가게 에서 사 다가 집 에서 먹 어야지 식당 들 망하 게,anger
외국인 한테 땅 파 는 건 법 으로 규제 해야 한다,anger
저거 심사 하 는 쉐 키 들 이 전부 도둑놈 들 임,anger
짝짝짝 황교안 도 사퇴 해라,anger
속도 없이 충분히 기다린다,anger
이번 기회 에 좌 빨 척결 하 자,anger
부러운 넘 나 도 한 번 만 찍 자,anger
탄핵 부결 된다면 새 누리 당 비주류 니 네 정치 인생 끝 나 는 줄 알 면 된다,anger
잘못 을 했 으면 벌 을 받 자 제발,anger
회사 보다 욕 을 더 많이 먹 는 이상 한 현대차 노조,anger
잔 대가리 굴리 다가 모가지 날라 간다,anger
부족 한 억 은 최순 실 닭 근 혜 재산 을 탈탈 털 어서 메꾸 면 될 텐데,anger
자나깨나 옴 레기 생각 눈떠 보 니 겔 레기 줌 망하 고 보 니 겔 레기,anger
기 춘 이 조윤선 이 판결 한번 지켜보 마,anger
선택 권 이 늘 긴 개뿔 하 이 스펙 기기 가 눈 돌아가 게 비싸 게 바뀌 어서 할 수 없이 중저가 로 선택 할 수 밖에 없 는 거 겠 지,anger
통신사 들 쳐 돌 았 냐,anger
이번 기회 에 맛없 고 양 도 적 게 주 는 놈 들 싹 정리 되 길 기대 함,anger
구린 게 많 으니 차명 폰 썼 겠 지,anger
작년 두산 은 외국인 선수 없이 도 우승 했 다 뭐 보 고 배운 거 없 나,anger
택 이 때 도 인기 많 았 지만 지금 이 절정 인 듯 어딜 가 나 박보검 얘기 멋있 다고,anger
걍 최 씨 집 조져 계속 만만 한 애 들 만 조지 지 말 고,anger
도덕관념 없 는 돈벌레 중국 스러운 짓 거리 다,anger
진실 은 반드시 밝혀져야 한다,anger
천재 라서 쓰 는 논문 이 아니 라 논문 이 훌륭 해서 천재 소리 들 어야지,anger
드러난 거 만 대답 하 는 구만 개 싸가지,anger
보수 의 탈 을 쓴 양아치 들,anger
정신병자 야 뒈지 기 전 에 담배 무단 투기 하 고 유서 까지 쓰 고 뒈졌 는데 무슨 개소리 냐,anger
어리버리 한 사람 처럼 연기 하 더니만,anger
세금 은 눈먼 돈 이 라 말 도 안 되 는 교과서 만드 는 데 다 펑펑 잘 도 쓰 는구나,anger
얼굴 좀 보 자 이새 x,anger
명백 한 의료법 위반,anger
이게 나라 가 아니 다,anger
본보기 로 사형 가 자,anger
근 혜 누나 파이팅,anger
연구 개발 은 없 고 맨날 구조 조정 하 지만 이런 수주 가 없 어도 임원 들 은 성과급 을 받 아 가 겠 지 ㅋㅋ ㅋㅋ,anger
헬 조선 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ 나라 잘 돌아간다,anger
유재석 도 더 험한 꼴 보 지 말 고 깔끔 하 게 나와라 폐지 하 자 그냥,anger
억 에 사 올 수 있 는 거 였으면 정부 는 뭐 했 냐 부끄럽 다,anger
국가 유공자 로 올려야 함,anger
멘탈 갑 뻔뻔 하 다,anger
이 대 는 중경 외시 아래 로 가 라 썩 었 다,anger
와 아직 도 강 운운 하 네 ㅋㅋㅋ,anger
염경 업 자 진 사퇴,anger
입 만 열 면 거짓말 이나 하 고 대국민 사기극 을 벌이 는 그 입 들 을 모아 닭똥 한 바가지 씩 퍼 먹이 자,anger
불공정 이 란 단어 를 알 고 나 바 불 거리 는 건지,anger
수입 맥주 마시 고 오줌 싸 면 국산 맥주 나올 껄,anger
야 정말 꼴 보 기 싫 다,anger
진짜 휘재 님 은 인성 논란 이 몇 년 째 인지 ㅋㅋㅋ,anger
두 양아치 집단 아 그냥 지구 를 떠나 거라,anger
퍠기해라 전액 환불 하 고 노트 은 없 던 거 로 해라,anger
대포 폰 썼 다 카더라 카더라 카더라 의혹 으로 선동 과 날조 하 여 국가 전복 하 자 혁명 정부 세워 내 자,anger
국 대오 면 쎈 척 리그 가 면 쥐죽 은 양 ㅅ ㄲ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ 누구 네 다 흥,anger
무당 과학 을 만나 다 그래 봤 자 ㅋ 무당,anger
인간 들 이 좋 은 건 못 배우 면서 나쁜 건 안 가르쳐도 잘 도 배운 단 말 이 지 ㅡㅡ,anger
박사모 놈 들 아 이 일 은 뭐 같 냐 언론 에서 그냥 선동 하 는 거 냐 뭐 냐,anger
살 처분 한 침출 물 은 잘 처리 하 고 있 는 건지 걱정 스럽 네,anger
첩보 영화 찍 냐 순 실 이 파워 가 어디 까지 냐,anger
죄 는 죄 대로 받 되 삼족 을 멸한다 했 던 전라도 검사 는 처벌 받 아야지,anger
박근혜 의 인생 은 악 의 연대기,anger
걔 기면 고문 이 최선 입니다,anger
공정위 주머니 에 얼마 들 어 있 을라나,anger
경기 쪽 으로 조금 만 나가 도 외노 자 들 널렸 다 관리 좀 해라,anger
동성애 는 인권 이 아니 라 죄악 이 다,anger
트럼프 작품 으로 보임,anger
얼마나 해피 한 삶 을 사셨 으면 지금 정도 로 죽 을 수 있 습니까,anger
진실 이 이겨야 지 분신 이 이기 면 안 된다,anger
이만수 가 감독 해서 프런트 갈 아야 한다,anger
최순 실개 한 민국 영웅 따라 배우자 박근혜 짱,anger
보이스 장혁 와이프 죽인 범인 은 백성현 턱 선 하 며 얼굴 에 일자 로 생기 는 근육 확실 한 건 치아 가 똑같 다는 것 이 다,anger
남자 들 의 눈높이 를 개 무시 하 지 마 라,anger
그 나라 의 모든 이익 을 취하 면서 정작 자기 들 은 문화 생활 방식 을 흡수 안 하 고 피해자 고스 브레 하 고 있 지,anger
무당 일가 가 조종 하 는 나라 헬 조선,anger
이젠 주시 하 는 단계 이 구나,anger
아직 도 심한데 언제 사라진다는 거 야 아 놔,anger
드라마 나 실컷 봐라 이 등 짝 아,anger
일본 은 헝가리 일리노이 소비에트 입니다 궁금 해 하 지 마세요,anger
국가 부패 지수 에 는 눈귀 닫 고 아스팔트 위 에 싸질러 놓 은 똥 이 거름 이 라며 치우 지 않 으려는 꼴,anger
돈 이 돈 을 낳 던 때 젊 은 시절 을 보낸 사람 들 입 열 지 마 라,anger
성과 및 능력 제 로 급여 받 는 게 싫 다면 모두 가 평등 하 게 굶 는 김정은 이 에게 가 라,anger
김진태 매국노 태극기 는 일당제 이 기에 시간 이 끝나 면 집 에 감 ㅋㅋ,anger
재청구 해서 이재용 구속 박근혜 구속 합시다,anger
이 년 은 무기 징역 을,anger
동물 을 인간 의 노리개 감 으로 삼 지 마 라 색기 들 아,anger
국민 세금 으로 해결 해 주 는 현실,anger
과자 먹 지 말 란 소린가,anger
김기춘 자리 에 연연 하 지 않 고 마지막 봉사 랍니다 개뿔 봉사 박근 네 한테 끝 까지 봉사 잘 한다 영감 탱,anger
기호 번 을 믿 고 빨 아 주 는 갱 상 도 친 일부 역자 놈 들 의 원천,anger
영원히 한국 에서 추방 됐 으면 좋 겠 다,anger
뭐 래 일본 도 존나 장난 아니 게 여성 억압 하 는데,anger
이건 백 퍼 고의 다 하차 해라 무 개념 듣 보 새끼,anger
아하 정말 무슨 이런 개 같 은 경우 가 있 습니까,anger
이러 려고 억 받 았 나 자괴감 들 고 괴로워 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋㅋ,anger
김치 년 무고 범죄 에 피해자 만 욕하 는 꼴 이 라니,anger
위안부 할머니 들 한테 가 서 또 보여 주 기 식 연출 하 겠 네,anger
부패 척결 한다고 했 던 사람 이 오히려 부패 를 먼저 하 네,anger
자 해공 갈단 이제 플랜 짜 고 출동 준비 하 세요,anger
과거 좌파 정권 땐 특혜 누리 던 화이트 리스트 들 아니 었 던가,anger
게임 을 마약 으로 여기 는 정부 ㅋㅋㅋ ㅋㅋ 잘 한다,anger
하루 가 다르 게 처 올린다는 소식 만 나오 네,anger
대한민국 국민 을 박사모 로 만드 는 종북 빵 갱이 들 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ 아 놔 ㅋㅋ ㅋㅋ 역시 헬 조선 ㅋㅋㅋ ㅋㅋㅋ,anger
돈 받 고 위증 하 네 저 미용사 년,anger
얼굴 값 못 하 시 는 분 ㅜㅜ,anger
모자란 놈,anger
기업 에 벌금 이 돈 이 냐 ㅡㅡ개념좃도없내ㅡㅡ억때려라,anger
와 여기 일 베 엄청 많 네 죽 기 직전 까지 평생 전라도 욕 이나 하 면 세 살 아라 방콕 백수 찌질 이 들 아,anger
ㅋㅋㅋ 빡 대갈 쉔 징 들 은 걍 망하 는 게 답 이 다,anger
대한항공 은 그냥 경영진 만 정상인 으로 바뀌 면 해결 될 회사 고 아시아 나 는 그냥 해체 해야 될 정도 로 썩 어 빠졌 음,anger
사실 박근혜 보다 더 한 건 이명박 이 지,anger
고등 생 아들 친구 다 나가 고 주위 주민 들 도 많이 나갔 다 이게 돈 받 고 하 는 거 로 보이 니,anger
북한 에 저런 거 써볼 만 한 사람 있 음,anger
김구라 는 국민 비 호감 인데 후보 에 있 는 것 도 웃긴다 ㅉㅉ,anger
이것 도 저번 중국 지상 버스 처럼 개구 라 사 기 아님,anger
지금 까지 인생 이 모두 거짓 으로 물들 어 있 는데 무슨 답 을 기대 하 겠 습니까,anger
왜 화력 발전소 와 제조 공장 에 는 미세 먼 자 저감 장치 를 의무 화 하 려고 하 지 않 는데,anger
원숭이 닮 은 병세 야 검토 만 쭉 하 다 짤리 면 되 는겨,anger
미터 다음 에 미터 로 해라 안 그럼 쳐들어간다,anger
야 또 나올 려고 그래서 또 어 기적 거리 며 다리 쫙 벌리 고 먼 산 처 다 볼려고 그 만나 와 임마,anger
앞 으로 해외여행 도 못 가 고 방콕 해라 박 뀐 애 야,anger
마약 검사 해라 한지 안 했 는지,anger
고깃집 연기 에 환경 세 내 라 할 기세 다,anger
아줌마 들 왜 또 나와,anger
